JK2NvTI6NuQJ|Home_Healthcare_and_Remote_Patient_Monitoring|Home Healthcare and Remote Patient Monitoring|http://onlinelibrary.wiley.com/doi/10.1002/9781119173601.ch41/summary||
Q5xnchIzOoQJ|IOMT_Cloud_Based_Solution_Offered_by_Health_Care_Center_s_A_special_reference_to_IOMT_s_in_Bangalore_City|IOMT: Cloud-Based Solution Offered by Health Care Center's (A special reference to IOMT's in Bangalore City)|http://imperialjournals.com/index.php/IJIR/article/view/3065|http://imperialjournals.com/index.php/IJIR/article/viewFile/3065/2926|
tmXLO9XAB0gJ|BIG_DATA_AND_THE_INTERNET_OF_MEDICAL_THINGS|BIG DATA AND THE INTERNET OF MEDICAL THINGS|https://www.researchgate.net/profile/James_Waterson/publication/271910895_BIG_DATA_AND_THE_INTERNET_OF_MEDICAL_THINGS_A_REVOLUTION_IN_COMMUNICATION_AND_INFORMATION/links/54d6e2020cf2464758120e43.pdf|https://www.researchgate.net/profile/James_Waterson/publication/271910895_BIG_DATA_AND_THE_INTERNET_OF_MEDICAL_THINGS_A_REVOLUTION_IN_COMMUNICATION_AND_INFORMATION/links/54d6e2020cf2464758120e43.pdf|
24PRU-qXmKwJ|CARDIAC_MONITORING_USING_INTERNET_OF_MEDICAL_THINGS|CARDIAC MONITORING USING INTERNET OF MEDICAL THINGS|http://data.conferenceworld.in/ICITTESE-17/P601-608.pdf|http://data.conferenceworld.in/ICITTESE-17/P601-608.pdf|
HeZwVbf451IJ|Integrated_acceptance_and_sustainability_evaluation_of_Internet_of_Medical_Things_A_dual_level_analysis|Integrated acceptance and sustainability evaluation of Internet of Medical Things: A dual-level analysis|http://www.emeraldinsight.com/doi/abs/10.1108/IntR-07-2016-0200||
RBosbGEX84AJ|A_Workload_Characterization_for_the_Internet_of_Medical_Things_IoMT|A Workload Characterization for the Internet of Medical Things (IoMT)|http://ieeexplore.ieee.org/abstract/document/7987536/|http://www2.engr.arizona.edu/~tosiron/papers/IoMT_ISVLSI17.pdf|
qkOyhwPlP5MJ|Internet_of_m_health_things_m_IoT_for_elderly_diabetes_management|Internet of m-health things m-IoT for elderly diabetes management|http://eprints.kingston.ac.uk/19223/||
WwTengn21dkJ|Internet_of_Medical_Things_IOMT_Applications_Benefits_and_Future_Challenges_in_Healthcare_Domain|Internet of Medical Things (IOMT): Applications, Benefits and Future Challenges in Healthcare Domain|http://www.jocm.us/uploadfile/2017/0428/20170428025024260.pdf|http://www.jocm.us/uploadfile/2017/0428/20170428025024260.pdf|
mN1qozcLAC4J|THE_INTERNET_OF_MEDICAL_THINGS|THE INTERNET OF MEDICAL THINGS|http://search.proquest.com/openview/1e574450a217405d3cb0e3f8585af7ed/1?pq-origsite=gscholar&cbl=38541||
q8HM0lfYsdwJ|Internet_of_Medical_Things_The_Next_PC_Personal_Care_Era|Internet of Medical Things: The Next PC (Personal Care) Era|https://link.springer.com/chapter/10.1007/978-3-319-33201-7_11||
64TE7kwSGywJ|Internet_of_Medical_Things_IoMT|Internet of Medical Things [IoMT]|http://www.ijarcsms.com/docs/paper/volume4/issue6/V4I6-0082.pdf|http://www.ijarcsms.com/docs/paper/volume4/issue6/V4I6-0082.pdf|
k8KLAkRrkd8J|Mobile_Agent_based_Intrusion_Detection_for_Smart_and_Connected_Medical_Devices|Mobile Agent based Intrusion Detection for Smart and Connected Medical Devices|https://digital.lib.washington.edu/researchworks/handle/1773/39858||
okPYX0W6MA0J|Security_Threat_Management_by_Software_Obfuscation_for_Privacy_in_Internet_of_Medical_Thing_IoMT_Application|Security Threat Management by Software Obfuscation for Privacy in Internet of Medical Thing (IoMT) Application|http://www.ingentaconnect.com/content/asp/jctn/2017/00000014/00000007/art00002||
4UoGRK-UZlgJ|Systems_computing_challenges_in_the_Internet_of_Things|Systems computing challenges in the Internet of Things|https://arxiv.org/abs/1604.02980|https://arxiv.org/pdf/1604.02980|
xqxi2v0sgckJ|Can_Blockchain_Improve_Healthcare_Management_Consumer_Medical_Electronics_and_the_IoMT|Can Blockchain Improve Healthcare Management? Consumer Medical Electronics and the IoMT|https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3025393||
4FpnA3y_8-UJ|Managing_Heterogeneous_Medical_Data_Learning_from_Experiences_in_Telemedicine|Managing Heterogeneous Medical Data: Learning from Experiences in Telemedicine|https://link.springer.com/chapter/10.1007/978-981-10-4086-3_168||
dIYa1Em2FyYJ|My_smart_age_with_HIV_An_innovative_mobile_and_IoMT_framework_for_patient_s_empowerment|My smart age with HIV: An innovative mobile and IoMT framework for patient's empowerment|http://ieeexplore.ieee.org/abstract/document/8065914/|https://www.researchgate.net/profile/Andrea_Malagoli5/publication/320368626_My_smart_age_with_HIV_An_innovative_mobile_and_IoMT_framework_for_patient%27s_empowerment/links/59fb84df458515d070615da9/My-smart-age-with-HIV-An-innovative-mobile-and-IoMT-framework-for-patients-empowerment.pdf|
4kJR6Ix8zhQJ|The_internet_for_physicians|The internet for physicians|https://hrgllkeyl.updog.co/aHJnbGxrZXlsQjAwOFNMR0pUWQ.pdf||
3KnXLYNABysJ|Implementation_issues_of_internet_of_things_for_mHealth_applications_m_IoT|Implementation issues of internet of things for mHealth applications (m-IoT)|http://eprints.kingston.ac.uk/id/eprint/23702||
1Oyk6NuE5s8J|Keynote_Speaker|Keynote Speaker|http://ieeexplore.ieee.org/abstract/document/7907401/||
PBxKkTgMyvEJ|Trustworthiness_Management_Through_Social_Relationships_in_Internet_of_Medical_Things|Trustworthiness Management Through Social Relationships in Internet of Medical Things|https://jcis.sbrt.org.br/jcis/article/view/406|https://jcis.sbrt.org.br/jcis/article/download/406/307|
_9dSvI8Crx0J|INTERNET_OF_THINGS_AND_SUSTAINABLE_DEVELOPMENT_OF_HEALTH|INTERNET OF THINGS AND SUSTAINABLE DEVELOPMENT OF HEALTH|http://www.jfas.info/index.php/jfas/article/view/1910|http://www.jfas.info/index.php/jfas/article/download/1910/1026|
YZd-0UfptyUJ|Cloud_based_IoT_healthcare_applications_Requirements_and_recommendations|Cloud based IoT healthcare applications: Requirements and recommendations.|http://www.iaras.org/iaras/filedownloads/ijitws/2017/022-0009(2017).pdf|http://www.iaras.org/iaras/filedownloads/ijitws/2017/022-0009(2017).pdf|
XpgraWTULaMJ|Following_the_path_towards_intelligently_connected_devices_for_on_line_real_time_cardiac_arrhythmia_detection_and_classification|Following the path towards intelligently connected devices for on-line, real-time cardiac arrhythmia detection and classification|http://ieeexplore.ieee.org/abstract/document/7830636/||
W_76-TRIFcYJ|BOOK_B_The_patient_will_see_you_now_the_future_of_medicine_is_in_your_hands|[BOOK][B] The patient will see you now: the future of medicine is in your hands|https://www.synapse.koreamed.org/Synapse/Data/PDFData/1088HIR/hir-21-321.pdf|https://www.synapse.koreamed.org/Synapse/Data/PDFData/1088HIR/hir-21-321.pdf|
-nax7hOhBGwJ|Usable_Security_and_Privacy_preserving_approach_for_E_Health_domain_against_the_big_data_threat|Usable Security and Privacy preserving approach for E-Health domain against the big data threat|https://www.researchgate.net/profile/Matheesha_Fernando/publication/308310969_Usable_Security_and_Privacy_preserving_approach_for_E-_Health_domain_against_the_big_data_threat/links/57e03c1008aec6ce9f28e09f/Usable-Security-and-Privacy-preserving-approach-for-E-Health-domain-against-the-big-data-threat.pdf|https://www.researchgate.net/profile/Matheesha_Fernando/publication/308310969_Usable_Security_and_Privacy_preserving_approach_for_E-_Health_domain_against_the_big_data_threat/links/57e03c1008aec6ce9f28e09f/Usable-Security-and-Privacy-preserving-approach-for-E-Health-domain-against-the-big-data-threat.pdf|
0iADoTcv4g8J|Top_5_Trends|Top 5 Trends|https://www.researchgate.net/profile/Abhishek_Garg4/project/Molecular-Translational-and-Clinical-aspects-of-Cancer-and-Cell-Death-Immunology/attachment/57c7534f08ae2e154d377c9f/AS:401266443341825@1472680783842/download/Top5-trends-immuno-oncology.pdf?context=projectUpdateDetail|https://www.researchgate.net/profile/Abhishek_Garg4/project/Molecular-Translational-and-Clinical-aspects-of-Cancer-and-Cell-Death-Immunology/attachment/57c7534f08ae2e154d377c9f/AS:401266443341825@1472680783842/download/Top5-trends-immuno-oncology.pdf?context=projectUpdateDetail|
B18MSzfaWG0J|Med_e_Tel_2010_International_e_Health_Telemedicine_and_Health_ICT_Forum|Med-e-Tel 2010: International e-Health, Telemedicine, and Health ICT Forum|http://online.liebertpub.com/doi/pdf/10.1089/tmj.2010.9963|http://online.liebertpub.com/doi/pdf/10.1089/tmj.2010.9963|
Lsugjxff1mQJ|Welcome_to_11th_ISOCC_2014|Welcome to 11th ISOCC 2014|http://ieeexplore.ieee.org/abstract/document/7087693/|http://ieeexplore.ieee.org/iel7/7075853/7087542/07087693.pdf|
vi6aYiFMZ0YJ|Overcoming_Barriers_to_Adoption_of_Digital_Health_Tools_for_Diabetes|Overcoming Barriers to Adoption of Digital Health Tools for Diabetes|http://journals.sagepub.com/doi/full/10.1177/1932296817732459||
Vyo8zygL2lMJ|Trends_and_challenges_in_smart_healthcare_research_A_journey_from_data_to_wisdom|Trends and challenges in smart healthcare research: A journey from data to wisdom|http://ieeexplore.ieee.org/abstract/document/8065986/|https://www.researchgate.net/profile/Edgar_Batista/publication/320369123_Trends_and_challenges_in_smart_healthcare_research_A_journey_from_data_to_wisdom/links/59e5a47b0f7e9b0e1ab226ca/Trends-and-challenges-in-smart-healthcare-research-A-journey-from-data-to-wisdom.pdf|
NJCZLgVXFloJ|Wear_it_well_Wearable_healthcare|Wear it well [Wearable healthcare]|http://digital-library.theiet.org/content/journals/10.1049/et.2017.0100||
RNzNkVwr7DQJ|A_Context_Aware_Capability_Based_Role_Centric_Access_Control_Model_for_IoMT|A Context-Aware, Capability-Based, Role-Centric Access Control Model for IoMT|https://link.springer.com/chapter/10.1007/978-3-319-58877-3_16||
vpJp3Xt1gIkJ|Clinical_Feature_Classification_for_Chronic_Heart_Failure_and_Construction_of_a_Safe_Mechanism_for_Rehabilitation_using_Internet_of_Medical_Thing_Devices|Clinical Feature Classification for Chronic Heart Failure and Construction of a Safe Mechanism for Rehabilitation using Internet-of-Medical-Thing Devices|https://uni-obuda.hu/journal/Hsu_Lin_Pai_Wang_Liu_Cheng_Chen_Pan_Chen_72.pdf|https://uni-obuda.hu/journal/Hsu_Lin_Pai_Wang_Liu_Cheng_Chen_Pan_Chen_72.pdf|
0DTn_EQX2BgJ|Diabetes_and_technology_in_2030_a_utopian_or_dystopian_future|Diabetes and technology in 2030: a utopian or dystopian future?|http://onlinelibrary.wiley.com/doi/10.1111/dme.13586/full||
Pne6KeNnQIAJ|ЭВОЛЮЦИЯ_ИНТЕРНЕТТЕХНОЛОГИЙ_В_СИСТЕМЕ_ЗДРАВООХРАНЕНИЯ|ЭВОЛЮЦИЯ ИНТЕРНЕТТЕХНОЛОГИЙ В СИСТЕМЕ ЗДРАВООХРАНЕНИЯ|https://cyberleninka.ru/article/n/evolyutsiya-internettehnologiy-v-sisteme-zdravoohraneniya|https://cyberleninka.ru/article/n/evolyutsiya-internettehnologiy-v-sisteme-zdravoohraneniya|
SVO3iYeqNFcJ|Medizintechnik_ruestet_sich_fuer_den_Kampf_gegen_Cyberkriminelle|Medizintechnik rüstet sich für den Kampf gegen Cyberkriminelle|https://link.springer.com/article/10.1007/s15013-017-1208-x||
a2p5f0dBuj8J|Radiochemistry_PET_imaging_and_the_Internet_of_chemical_things|Radiochemistry, PET imaging, and the Internet of chemical things|http://pubs.acs.org/doi/abs/10.1021/acscentsci.6b00178|http://pubs.acs.org/doi/full/10.1021/acscentsci.6b00178|
V6tpeFF0AX4J|Automatic_Classification_of_Periodic_Heart_Sounds_Using_Convolutional_Neural_Network|Automatic Classification of Periodic Heart Sounds Using Convolutional Neural Network|http://www.waset.org/downloads/15/papers/18sg010271.pdf|http://www.waset.org/downloads/15/papers/18sg010271.pdf|
38n2x6C3-FQJ|Smartphone_medicine|Smartphone medicine|http://ieeexplore.ieee.org/abstract/document/7478521/||
XmiQ843YAnkJ|Rethinking_radiology_informatics|Rethinking radiology informatics|https://www.ajronline.org/doi/abs/10.2214/AJR.14.13840||
oGTiwoHExcMJ|Always_connected_The_security_challenges_of_the_healthcare_Internet_of_Things|Always connected: The security challenges of the healthcare Internet of Things|http://ieeexplore.ieee.org/abstract/document/7845455/||
Mg-nmv4roY8J|An_IOMT_based_medical_aid_alarm_system_with_online_server_assistance|An IOMT based medical-aid-alarm system with online server assistance|http://ieeexplore.ieee.org/abstract/document/7943155/||
w6-HDu_DM2UJ|How_5G_technology_enables_the_health_internet_of_things|How 5G technology enables the health internet of things|http://www.insidepolitics.org/brookingsreports/HealthIOT.pdf|http://www.insidepolitics.org/brookingsreports/HealthIOT.pdf|
7BldAcqZomcJ|A_Survey_on_Internet_of_Things_for_Healthcare_and_Medication_Management|A Survey on Internet of Things for Healthcare and Medication Management|http://ijsrcseit.com/paper/CSEIT17214.pdf|http://ijsrcseit.com/paper/CSEIT17214.pdf|
QYP0ESBcBLQJ|Autonomic_protocol_and_architecture_for_devices_in_Internet_of_Things|Autonomic protocol and architecture for devices in Internet of Things|http://ieeexplore.ieee.org/abstract/document/6873884/||
g58EZls4pqcJ|Ieee_11073_and_connected_health_Preparing_personal_health_devices_for_the_internet|Ieee 11073 and connected health: Preparing personal health devices for the internet|http://ieeexplore.ieee.org/abstract/document/6776001/||
8P6ITbSPe5AJ|A_new_computing_environment_for_collective_privacy_protection_from_constrained_healthcare_devices_to_IoT_cloud_services|A new computing environment for collective privacy protection from constrained healthcare devices to IoT cloud services|https://www.researchgate.net/profile/Ahmed_Elmisery/publication/321015333_A_new_computing_environment_for_collective_privacy_protection_from_constrained_healthcare_devices_to_IoT_cloud_services/links/5a12e38da6fdcc717b5222db/A-new-computing-environment-for-collective-privacy-protection-from-constrained-healthcare-devices-to-IoT-cloud-services.pdf|https://www.researchgate.net/profile/Ahmed_Elmisery/publication/321015333_A_new_computing_environment_for_collective_privacy_protection_from_constrained_healthcare_devices_to_IoT_cloud_services/links/5a12e38da6fdcc717b5222db/A-new-computing-environment-for-collective-privacy-protection-from-constrained-healthcare-devices-to-IoT-cloud-services.pdf|
SfY4AyHtk6EJ|Applicable_light_weight_cryptography_to_secure_medical_data_in_iot_systems|Applicable light-weight cryptography to secure medical data in iot systems|https://www.researchgate.net/profile/Adnan_Gutub/publication/316147812_J_1d_Abstract/data/58f2937f458515ff23af802e/J-1d-Abstract.pdf|https://www.researchgate.net/profile/Adnan_Gutub/publication/316147812_J_1d_Abstract/data/58f2937f458515ff23af802e/J-1d-Abstract.pdf|
dn0Na5gT_PwJ|A_design_characteristics_of_smart_healthcare_system_as_the_IoT_application|A design characteristics of smart healthcare system as the IoT application|http://www.indjst.org/index.php/indjst/article/view/102547/0|http://www.indjst.org/index.php/indjst/article/viewFile/102547/74023|
HJivolcOtEsJ|Design_and_development_of_low_investment_smart_hospital_using_internet_of_things_through_innovative_approaches|Design and development of low investment smart hospital using internet of things through innovative approaches|http://www.alliedacademies.org/articles/design-and-development-of-low-investment-smart-hospital-using-internet-of-things-through-innovative-approaches.html|http://www.alliedacademies.org/articles/design-and-development-of-low-investment-smart-hospital-using-internet-of-things-through-innovative-approaches.html|
N6ESgC4j56YJ|Towards_a_Platform_for_Prototyping_IoT_Health_Monitoring_Services|Towards a Platform for Prototyping IoT Health Monitoring Services|https://link.springer.com/chapter/10.1007/978-3-319-32689-4_40||
y7hgMJHNSgEJ|A_survey_report_on_Security_challenges_in_internet_of_things|A survey report on: Security & challenges in internet of things|http://www.academia.edu/download/41581200/NCICTP004.pdf|http://www.academia.edu/download/41581200/NCICTP004.pdf|
XmfBasdZSJMJ|BOOK_B_Strategies_in_Biomedical_Data_Science_Driving_Force_for_Innovation|[BOOK][B] Strategies in Biomedical Data Science: Driving Force for Innovation|https://books.google.com/books?hl=en&lr=&id=Lb_VDQAAQBAJ&oi=fnd&pg=PP1&dq=%22Internet+of+Medical+Things%22+OR+%22Internet+of+healthcare+things%22+OR+%22Internet+of+M-health+Things%22&ots=rSEhfkCEFM&sig=xMI4zeYIHjU6dH67ZNc9lj2g0gQ||
IqwMLRI_rDMJ|Enhancing_The_Capabilities_of_IoT_Based_Fog_and_Cloud_Infrastructures_for_Time_Sensitive_Events|Enhancing The Capabilities of IoT Based Fog and Cloud Infrastructures for Time Sensitive Events|http://dspace.ewubd.edu/handle/123456789/2323|http://dspace.ewubd.edu/bitstream/handle/123456789/2323/Md._Fazla_Rabbi_Bhuiyan.pdf?sequence=1|
050KM1stKyoJ|A_survey_on_Internet_of_Things_coordination|A survey on Internet of Things coordination|http://ieeexplore.ieee.org/abstract/document/7831328/||
DRPGgWkiXUsJ|Design_of_health_management_system_based_on_the_internet_of_things|Design of health management system based on the internet of things|http://www.atlantis-press.com/php/download_paper.php?id=24233|http://www.atlantis-press.com/php/download_paper.php?id=24233|
9brZ3qEhK0cJ|Poster_A_Portfolio_Theory_Approach_to_Edge_Traffic_Engineering_via_Bayesian_Networks|Poster: A Portfolio Theory Approach to Edge Traffic Engineering via Bayesian Networks|https://dl.acm.org/citation.cfm?id=3131250||
QPsEmkna4_8J|Smart_fog_Fog_computing_framework_for_unsupervised_clustering_analytics_in_wearable_internet_of_things|Smart fog: Fog computing framework for unsupervised clustering analytics in wearable internet of things|https://arxiv.org/abs/1712.09347|https://arxiv.org/pdf/1712.09347|
bcIUYdavMg8J|Engaging_Mobile_Data_to_Improve_Human_Well_being_the_ADL_Recognition_Approach|Engaging Mobile Data to Improve Human Well-being: the ADL Recognition Approach|http://ieeexplore.ieee.org/abstract/document/7950874/||
R-yo3LlExIsJ|Smart_health_care_system_using_internet_of_things|Smart health care system using internet of things|http://www.jncet.org/Manuscripts/Volume-6/Issue-3/Vol-6-issue-3-M-10.pdf|http://www.jncet.org/Manuscripts/Volume-6/Issue-3/Vol-6-issue-3-M-10.pdf|
0Ak6QCf7ZUsJ|Albia_Maqbool_Nazar_Mohsin|Albia Maqbool Nazar Mohsin|https://pdfs.semanticscholar.org/f706/3c21c7463fcb7cdc6ac67fd07b8f26dd3f5f.pdf||
8h_nR1ivUCkJ|Patient_Will_See_You_Now_The_Future_of_Medicine_is_in_Your_Hands|Patient Will See You Now: The Future of Medicine is in Your Hands|https://synapse.koreamed.org/search.php?where=aview&id=10.4258/hir.2015.21.4.321&code=1088HIR&vmode=FULL|https://synapse.koreamed.org/search.php?where=aview&id=10.4258/hir.2015.21.4.321&code=1088HIR&vmode=FULL|
B0QqSIcPalEJ|INTELLIGENT_WEB_SERVER_BASED_HEALTH_CARE_SOLUTION_SYSTEM|INTELLIGENT WEB SERVER BASED HEALTH CARE SOLUTION SYSTEM|http://www.ijitr.com/index.php/ojs/article/view/1942||
BIO1biAM8GAJ|Innovators_Help_Radiology_Transform_Healthcare_Delivery|Innovators Help Radiology Transform Healthcare Delivery|https://pdfs.semanticscholar.org/17c1/ebbe7826693d0a1b60fa6c440cee29abb85f.pdf|https://pdfs.semanticscholar.org/17c1/ebbe7826693d0a1b60fa6c440cee29abb85f.pdf|
ZWO5i8VoAJ8J|Centralized_healthcare_cyber_physical_system_s_data_analysis_module_development|Centralized healthcare cyber-physical system's data analysis module development|http://ieeexplore.ieee.org/abstract/document/7821826/||
DRPGgWkiXUsJ|Design_of_health_management_system_based_on_the_internet_of_things|Design of health management system based on the internet of things|http://www.atlantis-press.com/php/download_paper.php?id=24233|http://www.atlantis-press.com/php/download_paper.php?id=24233|
9brZ3qEhK0cJ|Poster_A_Portfolio_Theory_Approach_to_Edge_Traffic_Engineering_via_Bayesian_Networks|Poster: A Portfolio Theory Approach to Edge Traffic Engineering via Bayesian Networks|https://dl.acm.org/citation.cfm?id=3131250||
QPsEmkna4_8J|Smart_fog_Fog_computing_framework_for_unsupervised_clustering_analytics_in_wearable_internet_of_things|Smart fog: Fog computing framework for unsupervised clustering analytics in wearable internet of things|https://arxiv.org/abs/1712.09347|https://arxiv.org/pdf/1712.09347|
bcIUYdavMg8J|Engaging_Mobile_Data_to_Improve_Human_Well_being_the_ADL_Recognition_Approach|Engaging Mobile Data to Improve Human Well-being: the ADL Recognition Approach|http://ieeexplore.ieee.org/abstract/document/7950874/||
R-yo3LlExIsJ|Smart_health_care_system_using_internet_of_things|Smart health care system using internet of things|http://www.jncet.org/Manuscripts/Volume-6/Issue-3/Vol-6-issue-3-M-10.pdf|http://www.jncet.org/Manuscripts/Volume-6/Issue-3/Vol-6-issue-3-M-10.pdf|
0Ak6QCf7ZUsJ|Albia_Maqbool_Nazar_Mohsin|Albia Maqbool Nazar Mohsin|https://pdfs.semanticscholar.org/f706/3c21c7463fcb7cdc6ac67fd07b8f26dd3f5f.pdf||
8h_nR1ivUCkJ|Patient_Will_See_You_Now_The_Future_of_Medicine_is_in_Your_Hands|Patient Will See You Now: The Future of Medicine is in Your Hands|https://synapse.koreamed.org/search.php?where=aview&id=10.4258/hir.2015.21.4.321&code=1088HIR&vmode=FULL|https://synapse.koreamed.org/search.php?where=aview&id=10.4258/hir.2015.21.4.321&code=1088HIR&vmode=FULL|
B0QqSIcPalEJ|INTELLIGENT_WEB_SERVER_BASED_HEALTH_CARE_SOLUTION_SYSTEM|INTELLIGENT WEB SERVER BASED HEALTH CARE SOLUTION SYSTEM|http://www.ijitr.com/index.php/ojs/article/view/1942||
BIO1biAM8GAJ|Innovators_Help_Radiology_Transform_Healthcare_Delivery|Innovators Help Radiology Transform Healthcare Delivery|https://pdfs.semanticscholar.org/17c1/ebbe7826693d0a1b60fa6c440cee29abb85f.pdf|https://pdfs.semanticscholar.org/17c1/ebbe7826693d0a1b60fa6c440cee29abb85f.pdf|
ZWO5i8VoAJ8J|Centralized_healthcare_cyber_physical_system_s_data_analysis_module_development|Centralized healthcare cyber-physical system's data analysis module development|http://ieeexplore.ieee.org/abstract/document/7821826/||
41ZXjFIvHI4J|Overview_and_General_Principles|Overview and General Principles|https://link.springer.com/chapter/10.1007/978-981-10-5305-4_6||
3dI0lhP7w0YJ|Proactive_healthcare_and_an_early_warning_mechanism_for_coronary_artery_disease_patients_using_Internet_of_Thing_devices|Proactive healthcare and an early warning mechanism for coronary artery disease patients using Internet-of-Thing devices|http://ieeexplore.ieee.org/abstract/document/7844432/|http://www.uni-obuda.hu/users/szakala/SMC%202016%20pendrive/1378_smc2016.pdf|
A5fAoZVjZgkJ|Smartphone_based_automatic_organ_validation_in_ultrasound_video|Smartphone based automatic organ validation in ultrasound video|http://ieeexplore.ieee.org/abstract/document/8037804/|https://www.iith.ac.in/~raji/Cpapers/SBOV%20Ultrasound.pdf|
31fEpCWW4CgJ|The_Roles_for_Information_Communication_Technology_Web_2_0_and_Internet_of_Things_in_Curricular_Delivery_and_Assessment_in_21st_Century|The Roles for Information Communication Technology, Web-2.0 and Internet of Things in Curricular Delivery and Assessment in 21st Century|https://www.jbcahs.org/journal/article/view/41|https://www.jbcahs.org/journal/article/download/41/6|
9W2ythhdFl8J|Ontology_based_system_for_patient_monitoring_with_connected_objects|Ontology-based system for patient monitoring with connected objects|https://www.sciencedirect.com/science/article/pii/S1877050917314849|https://www.sciencedirect.com/science/article/pii/S1877050917314849/pdf?md5=5d2068dd9b8439e53d677b2d533ba32d&pid=1-s2.0-S1877050917314849-main.pdf&_valck=1|
zBpr0ouZefYJ|Stochastic_delay_forecasts_for_edge_traffic_engineering_via_Bayesian_Networks|Stochastic delay forecasts for edge traffic engineering via Bayesian Networks|http://ieeexplore.ieee.org/abstract/document/8171341/||
_-tD4Lx9nhEJ|SAUDI_CHRONIC_PATIENTS_ATTITUDES_TOWARD_REMOTE_MONITORING_NOUF_AHMED_ALMEZEINI|SAUDI CHRONIC PATIENTS'ATTITUDES TOWARD REMOTE MONITORING NOUF AHMED ALMEZEINI|http://www.jiarm.com/MAY2017/paper30572.pdf|http://www.jiarm.com/MAY2017/paper30572.pdf|
eOnm9yiu5VUJ|Telecardiology_and_Chronic_Disease_Management|Telecardiology and Chronic Disease Management|http://www.academia.edu/download/32824297/Proceedings_2008_Book_Contents.pdf|http://www.academia.edu/download/32824297/Proceedings_2008_Book_Contents.pdf|
ty4tqYpLMaYJ|Recognizing_Activities_of_Daily_Living_to_Improve_Well_Being|Recognizing Activities of Daily Living to Improve Well-Being|http://ieeexplore.ieee.org/abstract/document/7945203/||
UzlT0Qx95D8J|mHealth_History_analysis_and_implementation|mHealth: History, analysis, and implementation|https://books.google.com/books?hl=en&lr=&id=fQB6CwAAQBAJ&oi=fnd&pg=PA1&dq=%22Internet+of+Medical+Things%22+OR+%22Internet+of+healthcare+things%22+OR+%22Internet+of+M-health+Things%22&ots=dglCxzTlNj&sig=NViBIMGQfQBUyD9XqoK2N59gs4c||
x-P_5iWfL1oJ|BOOK_B_Modern_standardization_case_studies_at_the_crossroads_of_technology_economics_and_politics|[BOOK][B] Modern standardization: case studies at the crossroads of technology, economics, and politics|https://books.google.com/books?hl=en&lr=&id=A_pNDQAAQBAJ&oi=fnd&pg=PA1&dq=%22Internet+of+Medical+Things%22+OR+%22Internet+of+healthcare+things%22+OR+%22Internet+of+M-health+Things%22&ots=q34rwevErC&sig=NTf0Az8ThubhlpjbuHWv0FJeo7c||
o8lbF3LWPfMJ|Opportunities_for_community_awareness_platforms_in_personal_genomics_and_bioinformatics_education|Opportunities for community awareness platforms in personal genomics and bioinformatics education|https://academic.oup.com/bib/article-abstract/18/6/1082/2562859||
